Name,Review,Date
Jitendra,arrogant rude staff..pizza costs 20 pounds each rip off... complete rip off..can get base make it at home for a pound arrogant staff when u call.. restaurant bill for 20 pounds two persons can get top waiter service in Chinese Indian or Italian restaurant waste of money pizza hut I would not waste 20 pounds on a pizzas; with arrogant staff..would not even give u water in pizza hut restaurant collect your own plates and cutlery  and get your own water they say rip off...pizza hut marble arch I'm sure will close down soon i.ll rather have Italian restaurant or Indian restaurant the waiters will serve politely.|Useful|Share,29-Jul-23
NMMM,"Go really un well, missed days off work due to this and customer service basically told me It wasnt their fault when the only thing I ate that day was the pizza hut No compensation or anything at all|Useful|Share",29-Jun-23
Mia,"Pizza Hut in the Lakeside mall was a great experience. Alex and the manager was so helpful with my order. I ordered vegan nuggets, but changed my mind to wanting a pizza deal they offered. They were so nice and changed my ordered with no hesitation. Will be going back|Useful1|Share",9-Sep-23
Customer,"Our delivery was estimated at 35 minutes but turned into a 2-hour wait without any pizza in sight.Frustratingly, there was a complete absence of communication from the driver or the restaurant. Despite our attempts to reach out to the restaurant, our calls went unanswered, leaving us in the dark.We ended up going to bed hungry and disappointed, having received no service from a brand we had previously trusted. This incident has sadly soured our perception of Pizza Hut, and we're left questioning why we didn't pick Papa johns tonight instead. A disappointing experience to say the least.|Useful2|Share",7-Jul-23
H Clarke,Pizza hut Cheshire oaks! We went today nothing was too much trouble for the staff with my autistic son being very particular about things. Food was all lovely and pleasant enviroment.|Useful|Share,6-Aug-23
Blackmetal Man,"I placed an order with the site and chose the nearest hut to me, when the confirmation screen loaded it showed as placed in Manchester (over 40mins from me). I called them directly after seeing this (like 15-20 seconds) to cancel, and was told that I will not be able to be refunded as they would've put the pizzas in the oven already. I feel like I've been robbed - absolutely disgusting!|Useful2|Share",2-Aug-23
Magne,"Visited Pizza Hut, Vinland Orlando. Delivered wrong pizza, forgot to deliver beverages, forgot dressing. No excuse and I don’t even think the employee understood she made all mistakes in the book. Totally ridiculous!|Useful|Share",1-Jul-23
Steve Davis,Place order for delivery so staff could have for there lunch at 12.30 pizza arrived with missing pizza so order was taken away and the correct order was delivered by that time staff lunch had finished and they were back to work so did not sit down and enjoy there dinner. had  to have on the go working tow off the pizza looked as if just been kept warm and sent back out as these were nealy cold and the 3rd pizza was warm and very soggy. all in all this was not a great service and pizza that were served were very poor. our staff have this as a treat on fridays all live in aldershot so this will be lost binessnes from several staff members as they are local to you in aldershot. pizza hut completely rip us off by aldershot pizza hut.|Useful|Share,1-Aug-23
Henry,"Pizza Hut is great, if you visit the restaurant, the 9.99 buffet is great value and Pizza Hut is the only place I know where you can get unlimited Strawberry Pepsi on tap. The Salad is amazing too I go often and I have never had a problem.|Useful|Share",17-Jun-23
STEPHEN NIELD,I can’t believe the conversation I have just had the manager of Pizza Hut in Chester In christleton. The last time I ordered a pizza through Uber not only did my pizza turn up practically cold it also had all the toppings missing apart from the cheese. I paid £28.52 deep pan. Tonight I thought I’ll give it another go benefit of the doubt I ordered same pizza for same amount. I also thought ring Pizza Hut manager and I pointed out i want my pizza delivered piping hot with all the toppings. The manager who I thought was arguing with me on the phone kept calling me boss I told him stop calling me boss I’m not your boss and please do as I ask deliver my order in the condition I expect. In the end he said we’ll do that. Why argue with me. Why couldn’t you just say ok no problem. Jesus wept. Tue customer has paid nearly £30. So there’s no need to argue with the customer seriously respect the customer’s wishes. I will be complaining to your head office regarding your behaviourUpdate order just turned up. It was lukewarm again. Typical|Useful|Share,17-May-23
Patsy Stoned,"I ordered a large 14"" pizza and 15 nuggets. Bill came to 53$ which includes a delivery charge and taxes. I gave the guy $57 cash (all i had) and he berated me for not giving him as he says ""it's 10% Tip). HE HAS NO IDEA HOW HARD IT WAS TO COME UP WITH A TIP! Plus they gave us no sauce as we ordered (garlic BBQ) So i give Pizza Hut a one star!.|Useful|Share",4-Jun-23
Caitlin,I received the wrong pizza and the one received had undercooked toppings!I submitted a complaint online and they provided a £5 voucher. Not acceptable considering the pizza costed double this.I order from Pizza Hut regularly and I will not be ordering from here ever again.|Useful2|Share,31-Jul-23
Daniel morrisonCustomer,What a con trick These used to be superb but how a company can nose dive . Pizza was cold when delivered hardly any cheese on it and £22 for a pizza never ever again there is only one way to teach these companies that clearly done care is of avoid them and go elsewhere don’t waste your money|Useful1|Share,10-Jun-23
Catherine  Slack,Restaurant quiet but really grubby. Food was disappointing considering what it cost. So overpriced. £37 for a pizza is a rip off!!! We will not be returning. The salad bar wasn’t fresh either.|Useful|Share,19-Jun-23
Pauline Edwards,Disgusting was here for 5.20pm for booking we booked still waiting 6.15 constantly telling them we have a show to attend finally got food then had to rush eating it to catch our show and taking some food in doggy box|Useful|Share,23-Sep-23
